time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
5.809762,2.181124,2.159737,0.908046,0.889429
5.814761,2.185650,2.165063,0.903426,0.883814
5.819761,2.190154,2.168594,0.898898,0.880141
5.824760,2.194634,2.173864,0.894374,0.874646
5.829760,2.199093,2.177359,0.889860,0.871008
5.834760,2.203528,2.182574,0.885317,0.865502
5.839759,2.207941,2.186032,0.880753,0.861810
5.844759,2.212332,2.191192,0.876180,0.856286
5.849759,2.216699,2.194613,0.871584,0.852568
5.854758,2.221043,2.199718,0.867025,0.847033
5.859758,2.225364,2.203102,0.862494,0.843369
5.864758,2.229663,2.208151,0.857983,0.837906
5.869757,2.233940,2.211499,0.853478,0.834260
5.874757,2.238194,2.216494,0.849011,0.828832
5.879756,2.242425,2.219806,0.844510,0.825203
5.884756,2.246634,2.224746,0.840003,0.819736
5.889756,2.250821,2.228021,0.835551,0.816142
5.894755,2.254986,2.232907,0.831113,0.810767
5.899755,2.259128,2.236147,0.826662,0.807166
5.904755,2.263248,2.240979,0.822251,0.801801
5.909754,2.267346,2.244183,0.817881,0.798273
5.914754,2.271422,2.248962,0.813502,0.792963
5.919754,2.275476,2.252130,0.809176,0.789467
5.924753,2.279509,2.256856,0.804843,0.784216
5.929753,2.283520,2.259990,0.800489,0.780702
5.934752,2.287509,2.264663,0.796116,0.775417
5.939752,2.291477,2.267761,0.791769,0.771900
5.944752,2.295423,2.272382,0.787460,0.766691
5.949751,2.299347,2.275446,0.783141,0.763205
5.954751,2.303250,2.280015,0.778848,0.758003
5.959751,2.307131,2.283043,0.774521,0.754519
5.964750,2.310991,2.287560,0.770170,0.749259
5.969750,2.314829,2.290553,0.765776,0.745707
5.974750,2.318644,2.295017,0.761379,0.740386
5.979749,2.322438,2.297975,0.756977,0.736836
5.984749,2.326210,2.302385,0.752576,0.731500
5.989748,2.329960,2.305307,0.748229,0.727987
5.994748,2.333688,2.309665,0.743927,0.722768
5.999748,2.337395,2.312553,0.739701,0.719353
6.004747,2.341081,2.316859,0.735462,0.714217
6.009747,2.344745,2.319712,0.731266,0.710822
6.014747,2.348389,2.323967,0.727059,0.705738
6.019746,2.352012,2.326786,0.722875,0.702375
6.024746,2.355614,2.330990,0.718643,0.697251
6.029746,2.359194,2.333776,0.714420,0.693839
6.034745,2.362754,2.337929,0.710209,0.688741
6.039745,2.366292,2.340680,0.705987,0.685327
6.044744,2.369809,2.344782,0.701784,0.680243
6.049744,2.373306,2.347500,0.697579,0.676854
6.054744,2.376781,2.351551,0.693388,0.671765
6.059743,2.380235,2.354234,0.689213,0.668389
6.064743,2.383669,2.358235,0.685087,0.663376
6.069743,2.387082,2.360885,0.680977,0.660050
6.074742,2.390475,2.364836,0.676929,0.655119
6.079742,2.393847,2.367453,0.672915,0.651870
6.084742,2.397200,2.371354,0.668933,0.647039
6.089741,2.400532,2.373939,0.664969,0.643843
6.094741,2.403845,2.377793,0.660991,0.639024
6.099741,2.407138,2.380346,0.657050,0.635827
6.104740,2.410412,2.384151,0.653193,0.631140
6.109740,2.413666,2.386672,0.649382,0.628066
6.114739,2.416902,2.390432,0.645592,0.623475
6.119739,2.420119,2.392922,0.641801,0.620416
6.124739,2.423316,2.396636,0.638033,0.615847
6.129738,2.426496,2.399096,0.634315,0.612840
6.134738,2.429656,2.402764,0.630644,0.608387
6.139738,2.432798,2.405195,0.627024,0.605464
6.144737,2.435923,2.408819,0.623403,0.601068
6.149737,2.439029,2.411220,0.619776,0.598135
6.154737,2.442117,2.414800,0.616129,0.593704
6.159736,2.445186,2.417172,0.612509,0.590770
6.164736,2.448238,2.420708,0.608910,0.586368
6.169735,2.451272,2.423051,0.605360,0.583454
6.174735,2.454288,2.426543,0.601835,0.579120
6.179735,2.457287,2.428856,0.598344,0.576242
6.184734,2.460268,2.432305,0.594872,0.571929
6.189734,2.463232,2.434590,0.591434,0.569067
6.194734,2.466179,2.437996,0.588035,0.564809
6.199733,2.469109,2.440253,0.584711,0.562023
6.204733,2.472023,2.443616,0.581414,0.557861
6.209733,2.474920,2.445845,0.578142,0.555098
6.214732,2.477801,2.449167,0.574899,0.550958
6.219732,2.480666,2.451368,0.571665,0.548200
6.224731,2.483514,2.454649,0.568435,0.544055
6.229731,2.486347,2.456823,0.565212,0.541286
6.234731,2.489163,2.460062,0.561994,0.537117
6.239730,2.491964,2.462208,0.558834,0.534373
6.244730,2.494749,2.465406,0.555698,0.530267
6.249730,2.497518,2.467524,0.552600,0.527555
6.254729,2.500272,2.470681,0.549488,0.523469
6.259729,2.503010,2.472773,0.546369,0.520730
6.264729,2.505732,2.475889,0.543247,0.516591
6.269728,2.508439,2.477952,0.540158,0.513844
6.274728,2.511131,2.481027,0.537073,0.509730
6.279727,2.513807,2.483063,0.534010,0.506987
6.284727,2.516468,2.486097,0.530979,0.502907
6.289727,2.519114,2.488106,0.527955,0.500194
6.294726,2.521744,2.491098,0.524936,0.496101
6.299726,2.524360,2.493080,0.521915,0.493376
6.304726,2.526960,2.496032,0.518883,0.489245
6.309725,2.529546,2.497987,0.515889,0.486514
6.314725,2.532116,2.500897,0.512916,0.482446
6.319725,2.534672,2.502825,0.509980,0.479770
6.324724,2.537213,2.505695,0.507038,0.475736
6.329724,2.539739,2.507596,0.504112,0.473057
6.334723,2.542251,2.510426,0.501227,0.469105
6.339723,2.544749,2.512300,0.498360,0.466489
6.344723,2.547232,2.515090,0.495513,0.462613
6.349722,2.549701,2.516938,0.492696,0.460061
6.354722,2.552156,2.519691,0.489890,0.456263
6.359722,2.554597,2.521514,0.487137,0.453777
6.364721,2.557025,2.524229,0.484426,0.450129
6.369721,2.559439,2.526027,0.481758,0.447734
6.374721,2.561840,2.528707,0.479155,0.444251
6.379720,2.564228,2.530481,0.476587,0.441970
6.384720,2.566603,2.533127,0.474050,0.438615
6.389719,2.568966,2.534879,0.471515,0.436393
6.394719,2.571316,2.537490,0.468968,0.433067
6.399719,2.573653,2.539221,0.466425,0.430856
6.404718,2.575978,2.541799,0.463920,0.427593
6.409718,2.578290,2.543507,0.461437,0.425454
6.414718,2.580589,2.546054,0.458965,0.422264
6.419717,2.582877,2.547740,0.456511,0.420163
6.424717,2.585153,2.550255,0.454081,0.417039
6.429717,2.587416,2.551921,0.451684,0.414992
6.434716,2.589668,2.554405,0.449318,0.411974
6.439716,2.591908,2.556051,0.446980,0.409993
6.444715,2.594136,2.558505,0.444649,0.407042
6.449715,2.596352,2.560132,0.442313,0.405072
6.454715,2.598556,2.562556,0.439996,0.402146
6.459714,2.600749,2.564163,0.437699,0.400214
6.464714,2.602931,2.566558,0.435435,0.397361
6.469714,2.605101,2.568146,0.433187,0.395475
6.474713,2.607260,2.570513,0.430968,0.392686
6.479713,2.609409,2.572082,0.428784,0.390854
6.484713,2.611546,2.574421,0.426644,0.388163
6.489712,2.613673,2.575972,0.424539,0.386400
6.494712,2.615789,2.578285,0.422444,0.383780
6.499712,2.617895,2.579819,0.420378,0.382057
6.504711,2.619991,2.582106,0.418324,0.379497
6.509711,2.622077,2.583622,0.416266,0.377789
6.514710,2.624151,2.585884,0.414208,0.375233
6.519710,2.626216,2.587383,0.412153,0.373528
6.524710,2.628271,2.589619,0.410143,0.371018
6.529709,2.630316,2.591101,0.408150,0.369369
6.534709,2.632351,2.593313,0.406157,0.366893
6.539709,2.634376,2.594779,0.404171,0.365253
6.544708,2.636391,2.596965,0.402193,0.362798
6.549708,2.638396,2.598415,0.400215,0.361160
6.554708,2.640391,2.600577,0.398257,0.358734
6.559707,2.642377,2.602010,0.396309,0.357127
6.564707,2.644352,2.604148,0.394348,0.354712
6.569706,2.646318,2.605566,0.392377,0.353089
6.574706,2.648274,2.607679,0.390405,0.350652
6.579706,2.650220,2.609080,0.388440,0.349038
6.584705,2.652157,2.611169,0.386464,0.346597
6.589705,2.654083,2.612554,0.384496,0.344976
6.594705,2.656000,2.614619,0.382550,0.342561
6.599704,2.657907,2.615988,0.380641,0.340982
6.604704,2.659804,2.618029,0.378760,0.338654
6.609704,2.661693,2.619382,0.376891,0.337113
6.614703,2.663572,2.621400,0.375040,0.334820
6.619703,2.665441,2.622738,0.373201,0.333311
6.624702,2.667302,2.624733,0.371346,0.331026
6.629702,2.669153,2.626055,0.369490,0.329500
6.634702,2.670995,2.628028,0.367621,0.327204
6.639701,2.672827,2.629335,0.365741,0.325661
6.644701,2.674650,2.631284,0.363858,0.323349
6.649701,2.676464,2.632576,0.361948,0.321786
6.654700,2.678268,2.634502,0.360028,0.319428
6.659700,2.680062,2.635778,0.358085,0.317838
6.664700,2.681847,2.637681,0.356144,0.315446
6.669699,2.683622,2.638941,0.354216,0.313861
6.674699,2.685387,2.640819,0.352272,0.311474
6.679698,2.687142,2.642064,0.350331,0.309878
6.684698,2.688888,2.643918,0.348386,0.307486
6.689698,2.690624,2.645146,0.346429,0.305878
6.694697,2.692351,2.646977,0.344469,0.303462
6.699697,2.694067,2.648189,0.342517,0.301854
6.704697,2.695774,2.649995,0.340574,0.299457
6.709696,2.697471,2.651191,0.338636,0.297856
6.714696,2.699158,2.652974,0.336701,0.295470
6.719696,2.700836,2.654154,0.334769,0.293881
6.724695,2.702504,2.655913,0.332854,0.291502
6.729695,2.704163,2.657077,0.330967,0.289946
6.734694,2.705812,2.658812,0.329085,0.287618
6.739694,2.707452,2.659961,0.327203,0.286070
6.744694,2.709082,2.661673,0.325319,0.283740
6.749693,2.710703,2.662807,0.323440,0.282189
6.754693,2.712315,2.664495,0.321590,0.279897
6.759693,2.713917,2.665613,0.319741,0.278373
6.764692,2.715510,2.667279,0.317894,0.276083
6.769692,2.717094,2.668382,0.316080,0.274576
6.774692,2.718669,2.670025,0.314293,0.272358
6.779691,2.720235,2.671113,0.312510,0.270881
6.784691,2.721792,2.672734,0.310739,0.268683
6.789690,2.723341,2.673807,0.308970,0.267222
6.794690,2.724880,2.675406,0.307197,0.265031
6.799690,2.726410,2.676464,0.305411,0.263560
6.804689,2.727932,2.678041,0.303603,0.261334
6.809689,2.729444,2.679085,0.301791,0.259838
6.814689,2.730948,2.680640,0.299991,0.257607
6.819688,2.732442,2.681669,0.298180,0.256114
6.824688,2.733928,2.683201,0.296350,0.253853
6.829688,2.735404,2.684214,0.294528,0.252345
6.834687,2.736871,2.685724,0.292727,0.250111
6.839687,2.738329,2.686723,0.290933,0.248625
6.844687,2.739779,2.688210,0.289163,0.246429
6.849686,2.741219,2.689194,0.287399,0.244976
6.854686,2.742651,2.690660,0.285649,0.242801
6.859685,2.744074,2.691630,0.283925,0.241376
6.864685,2.745488,2.693074,0.282207,0.239245
6.869685,2.746894,2.694030,0.280497,0.237828
6.874684,2.748291,2.695452,0.278811,0.235726
6.879684,2.749681,2.696394,0.277151,0.234345
6.884684,2.751061,2.697796,0.275535,0.232322
6.889683,2.752434,2.698724,0.273948,0.231001
6.894683,2.753799,2.700106,0.272391,0.229055
6.899683,2.755157,2.701020,0.270847,0.227770
6.904682,2.756506,2.702383,0.269323,0.225875
6.909682,2.757848,2.703286,0.267811,0.224627
6.914681,2.759183,2.704630,0.266292,0.222743
6.919681,2.760510,2.705519,0.264780,0.221490
6.924681,2.761829,2.706845,0.263278,0.219623
6.929680,2.763141,2.707722,0.261793,0.218389
6.934680,2.764446,2.709029,0.260341,0.216580
6.939680,2.765743,2.709894,0.258882,0.215375
6.944679,2.767033,2.711183,0.257435,0.213573
6.949679,2.768316,2.712036,0.256006,0.212390
6.954679,2.769592,2.713307,0.254600,0.210637
6.959678,2.770861,2.714149,0.253220,0.209494
6.964678,2.772123,2.715402,0.251853,0.207796
6.969677,2.773378,2.716232,0.250490,0.206667
6.974677,2.774626,2.717469,0.249139,0.204985
6.979677,2.775868,2.718288,0.247802,0.203877
6.984676,2.777103,2.719508,0.246479,0.202226
6.989676,2.778332,2.720315,0.245173,0.201144
6.994676,2.779553,2.721519,0.243878,0.199535
6.999675,2.780769,2.722316,0.242594,0.198469
7.004675,2.781978,2.723504,0.241333,0.196898
7.009675,2.783181,2.724290,0.240088,0.195868
7.014674,2.784378,2.725462,0.238850,0.194330
7.019674,2.785569,2.726238,0.237622,0.193312
7.024673,2.786754,2.727395,0.236401,0.191797
7.029673,2.787932,2.728162,0.235177,0.190789
7.034673,2.789104,2.729303,0.233953,0.189274
7.039672,2.790269,2.730059,0.232721,0.188261
7.044672,2.791429,2.731186,0.231489,0.186737
7.049672,2.792583,2.731932,0.230267,0.185733
7.054671,2.793731,2.733043,0.229056,0.184237
7.059671,2.794873,2.733779,0.227842,0.183242
7.064671,2.796009,2.734875,0.226630,0.181748
7.069670,2.797139,2.735601,0.225422,0.180758
7.074670,2.798262,2.736683,0.224209,0.179264
7.079669,2.799379,2.737399,0.222998,0.178271
7.084669,2.800490,2.738466,0.221806,0.176799
7.089669,2.801595,2.739172,0.220637,0.175841
7.094668,2.802695,2.740224,0.219472,0.174414
7.099668,2.803789,2.740921,0.218315,0.173468
7.104668,2.804878,2.741958,0.217173,0.172068
7.109667,2.805960,2.742646,0.216042,0.171148
7.114667,2.807037,2.743670,0.214941,0.169795
7.119667,2.808108,2.744348,0.213846,0.168911
7.124666,2.809174,2.745359,0.212753,0.167586
7.129666,2.810235,2.746028,0.211669,0.166713
7.134665,2.811290,2.747026,0.210594,0.165420
7.139665,2.812340,2.747687,0.209512,0.164558
7.144665,2.813384,2.748672,0.208421,0.163259
7.149664,2.814423,2.749324,0.207331,0.162398
7.154664,2.815456,2.750296,0.206238,0.161104
7.159664,2.816484,2.750939,0.205136,0.160239
7.164663,2.817506,2.751898,0.204009,0.158917
7.169663,2.818523,2.752533,0.202860,0.158020
7.174663,2.819534,2.753478,0.201703,0.156660
7.179662,2.820539,2.754104,0.200544,0.155756
7.184662,2.821538,2.755036,0.199384,0.154392
7.189662,2.822531,2.755652,0.198220,0.153481
7.194661,2.823518,2.756571,0.197047,0.152100
7.199661,2.824500,2.757178,0.195888,0.151187
7.204660,2.825476,2.758082,0.194745,0.149836
7.209660,2.826447,2.758681,0.193623,0.148952
7.214660,2.827411,2.759572,0.192521,0.147648
7.219659,2.828371,2.760162,0.191453,0.146804
7.224659,2.829325,2.761040,0.190412,0.145574
7.229659,2.830274,2.761621,0.189393,0.144773
7.234658,2.831218,2.762488,0.188375,0.143579
7.239658,2.832157,2.763061,0.187364,0.142787
7.244658,2.833091,2.763915,0.186357,0.141605
7.249657,2.834019,2.764481,0.185346,0.140810
7.254657,2.834943,2.765324,0.184341,0.139624
7.259656,2.835862,2.765881,0.183343,0.138836
7.264656,2.836776,2.766712,0.182364,0.137677
7.269656,2.837684,2.767262,0.181386,0.136909
7.274655,2.838588,2.768081,0.180419,0.135763
7.279655,2.839488,2.768623,0.179446,0.134997
7.284655,2.840382,2.769431,0.178465,0.133840
7.289654,2.841271,2.769965,0.177477,0.133063
7.294654,2.842156,2.770761,0.176476,0.131880
7.299654,2.843035,2.771288,0.175461,0.131079
7.304653,2.843909,2.772072,0.174439,0.129871
7.309653,2.844778,2.772591,0.173404,0.129054
7.314652,2.845642,2.773363,0.172358,0.127817
7.319652,2.846501,2.773873,0.171299,0.126981
7.324652,2.847354,2.774633,0.170237,0.125720
7.329651,2.848202,2.775135,0.169174,0.124880
7.334651,2.849045,2.775882,0.168106,0.123614
7.339651,2.849882,2.776375,0.167042,0.122775
7.344650,2.850714,2.777109,0.165983,0.121519
7.349650,2.851541,2.777594,0.164936,0.120693
7.354650,2.852362,2.778316,0.163898,0.119465
7.359649,2.853179,2.778793,0.162875,0.118657
7.364649,2.853990,2.779503,0.161865,0.117465
7.369648,2.854797,2.779972,0.160867,0.116678
7.374648,2.855598,2.780669,0.159882,0.115516
7.379648,2.856395,2.781131,0.158911,0.114755
7.384647,2.857186,2.781817,0.157941,0.113616
7.389647,2.857973,2.782270,0.156979,0.112866
7.394647,2.858755,2.782945,0.156022,0.111743
7.399646,2.859532,2.783391,0.155064,0.110995
7.404646,2.860305,2.784055,0.154115,0.109879
7.409646,2.861072,2.784494,0.153184,0.109147
7.414645,2.861835,2.785147,0.152268,0.108071
7.419645,2.862594,2.785579,0.151367,0.107365
7.424644,2.863348,2.786221,0.150488,0.106334
7.429644,2.864098,2.786646,0.149608,0.105648
7.434644,2.864844,2.787278,0.148732,0.104624
7.439643,2.865585,2.787696,0.147861,0.103948
7.444643,2.866321,2.788317,0.146983,0.102922
7.449643,2.867054,2.788728,0.146100,0.102236
7.454642,2.867781,2.789340,0.145207,0.101194
7.459642,2.868505,2.789744,0.144305,0.100490
7.464642,2.869223,2.790344,0.143401,0.099432
7.469641,2.869938,2.790741,0.142503,0.098728
7.474641,2.870647,2.791332,0.141616,0.097683
7.479640,2.871353,2.791722,0.140745,0.096998
7.484640,2.872054,2.792302,0.139895,0.095990
7.489640,2.872751,2.792685,0.139064,0.095337
7.494639,2.873444,2.793255,0.138250,0.094370
7.499639,2.874133,2.793632,0.137463,0.093748
7.504639,2.874818,2.794192,0.136692,0.092833
7.509638,2.875499,2.794563,0.135951,0.092242
7.514638,2.876177,2.795115,0.135241,0.091395
7.519638,2.876851,2.795480,0.134552,0.090849
7.524637,2.877522,2.796023,0.133881,0.090056
7.529637,2.878189,2.796383,0.133216,0.089535
7.534636,2.878853,2.796919,0.132552,0.088755
7.539636,2.879514,2.797273,0.131888,0.088235
7.544636,2.880172,2.797801,0.131227,0.087457
7.549635,2.880826,2.798150,0.130571,0.086941
7.554635,2.881477,2.798670,0.129918,0.086169
7.559635,2.882124,2.799015,0.129263,0.085652
7.564634,2.882769,2.799527,0.128610,0.084881
7.569634,2.883410,2.799866,0.127959,0.084369
7.574634,2.884048,2.800370,0.127313,0.083604
7.579633,2.884682,2.800704,0.126674,0.083101
7.584633,2.885314,2.801201,0.126035,0.082348
7.589633,2.885942,2.801530,0.125403,0.081851
7.594632,2.886567,2.802020,0.124773,0.081109
7.599632,2.887189,2.802344,0.124130,0.080607
7.604631,2.887808,2.802826,0.123470,0.079836
7.609631,2.888423,2.803145,0.122795,0.079308
7.614631,2.889035,2.803619,0.122112,0.078504
7.619630,2.889643,2.803933,0.121422,0.077962
7.624630,2.890249,2.804399,0.120723,0.077138
7.629630,2.890850,2.804707,0.120020,0.076588
7.634629,2.891448,2.805165,0.119302,0.075744
7.639629,2.892042,2.805467,0.118585,0.075179
7.644629,2.892633,2.805916,0.117878,0.074338
7.649628,2.893220,2.806213,0.117178,0.073783
7.654628,2.893804,2.806654,0.116492,0.072965
7.659627,2.894385,2.806946,0.115820,0.072431
7.664627,2.894962,2.807379,0.115160,0.071647
7.669627,2.895535,2.807665,0.114501,0.071125
7.674626,2.896106,2.808090,0.113845,0.070350
7.679626,2.896673,2.808371,0.113190,0.069833
7.684626,2.897238,2.808788,0.112539,0.069062
7.689625,2.897798,2.809064,0.111885,0.068546
7.694625,2.898356,2.809474,0.111232,0.067777
7.699625,2.898910,2.809744,0.110572,0.067260
7.704624,2.899461,2.810146,0.109914,0.066483
7.709624,2.900008,2.810412,0.109258,0.065970
7.714623,2.900553,2.810806,0.108594,0.065192
7.719623,2.901093,2.811066,0.107916,0.064661
7.724623,2.901631,2.811452,0.107237,0.063863
7.729622,2.902165,2.811707,0.106555,0.063327
7.734622,2.902696,2.812086,0.105871,0.062521
7.739622,2.903223,2.812335,0.105185,0.061980
7.744621,2.903747,2.812705,0.104506,0.061173
7.749621,2.904267,2.812949,0.103842,0.060646
7.754621,2.904784,2.813312,0.103194,0.059873
7.759620,2.905298,2.813551,0.102563,0.059371
7.764620,2.905810,2.813905,0.101962,0.058650
7.769619,2.906318,2.814140,0.101387,0.058192
7.774619,2.906823,2.814487,0.100835,0.057535
7.779619,2.907326,2.814717,0.100293,0.057108
7.784618,2.907825,2.815058,0.099762,0.056483
7.789618,2.908323,2.815284,0.099237,0.056073
7.794618,2.908817,2.815619,0.098718,0.055467
7.799617,2.909309,2.815841,0.098190,0.055060
7.804617,2.909798,2.816170,0.097650,0.054434
7.809617,2.910285,2.816387,0.097095,0.054008
7.814616,2.910769,2.816710,0.096527,0.053347
7.819616,2.911249,2.816923,0.095955,0.052903
7.824615,2.911727,2.817239,0.095376,0.052226
7.829615,2.912203,2.817447,0.094796,0.051771
7.834615,2.912675,2.817756,0.094224,0.051092
7.839614,2.913145,2.817961,0.093668,0.050651
7.844614,2.913611,2.818263,0.093129,0.050012
7.849614,2.914075,2.818463,0.092609,0.049601
7.854613,2.914537,2.818759,0.092100,0.048999
7.859613,2.914996,2.818955,0.091609,0.048610
7.864613,2.915452,2.819245,0.091135,0.048049
7.869612,2.915907,2.819437,0.090671,0.047686
7.874612,2.916359,2.819722,0.090216,0.047151
7.879611,2.916808,2.819911,0.089765,0.046800
7.884611,2.917256,2.820191,0.089310,0.046275
7.889611,2.917701,2.820375,0.088847,0.045920
7.894610,2.918144,2.820650,0.088373,0.045376
7.899610,2.918584,2.820831,0.087888,0.045004
7.904610,2.919022,2.821100,0.087392,0.044429
7.909609,2.919457,2.821277,0.086893,0.044042
7.914609,2.919890,2.821540,0.086394,0.043460
7.919609,2.920321,2.821714,0.085902,0.043076
7.924608,2.920749,2.821971,0.085409,0.042500
7.929608,2.921175,2.822141,0.084924,0.042118
7.934608,2.921598,2.822392,0.084453,0.041561
7.939607,2.922019,2.822558,0.084001,0.041202
7.944607,2.922437,2.822805,0.083570,0.040688
7.949606,2.922854,2.822967,0.083154,0.040358
7.954606,2.923268,2.823208,0.082752,0.039881
7.959606,2.923681,2.823368,0.082369,0.039579
7.964605,2.924092,2.823604,0.081992,0.039139
7.969605,2.924500,2.823761,0.081617,0.038851
7.974605,2.924907,2.823993,0.081235,0.038410
7.979604,2.925312,2.824146,0.080850,0.038112
7.984604,2.925715,2.824374,0.080460,0.037660
7.989604,2.926116,2.824524,0.080066,0.037356
7.994603,2.926515,2.824747,0.079671,0.036895
7.999603,2.926913,2.824894,0.079278,0.036588
8.004604,2.927308,2.825113,0.078884,0.036130
8.009606,2.927701,2.825257,0.078488,0.035823
8.014608,2.928093,2.825471,0.078087,0.035361
8.019610,2.928482,2.825613,0.077661,0.035043
8.024612,2.928869,2.825822,0.077180,0.034520
8.029614,2.929253,2.825960,0.076595,0.034111
8.034616,2.929634,2.826163,0.075851,0.033343
8.039618,2.930010,2.826296,0.074881,0.032681
8.044621,2.930381,2.826489,0.073594,0.031360
8.049623,2.930744,2.826613,0.071897,0.030188
8.054625,2.931097,2.826790,0.069714,0.027888
8.059627,2.931437,2.826900,0.066986,0.025950
8.064629,2.931762,2.827049,0.063598,0.022304
8.069631,2.932068,2.827135,0.059479,0.019301
8.074633,2.932352,2.827240,0.054593,0.013905
8.079635,2.932608,2.827292,0.048929,0.009704
8.084637,2.932833,2.827336,0.042384,0.002397
8.089639,2.933023,2.827340,0.034946,-0.003180
8.094641,2.933173,2.827302,0.026532,-0.012706
8.099643,2.933279,2.827245,0.017289,-0.019717
8.104645,2.933335,2.827104,0.007078,-0.031383
8.109647,2.933337,2.826970,-0.004106,-0.039915
8.114649,2.933281,2.826703,-0.016191,-0.053850
8.119651,2.933162,2.826478,-0.029197,-0.063867
8.124653,2.932975,2.826063,-0.043066,-0.079888
8.129655,2.932715,2.825732,-0.057918,-0.091389
8.134657,2.932379,2.825148,-0.073664,-0.109657
8.139659,2.931960,2.824696,-0.090321,-0.122604
8.144661,2.931457,2.823921,-0.107822,-0.143005
8.149663,2.930862,2.823334,-0.126317,-0.157386
8.154665,2.930173,2.822345,-0.145878,-0.180233
8.159667,2.929381,2.821608,-0.166581,-0.196444
8.164669,2.928484,2.820380,-0.188122,-0.221719
8.169671,2.927477,2.819475,-0.210462,-0.239200
8.174673,2.926356,2.817986,-0.233473,-0.266315
8.179675,2.925117,2.816902,-0.257305,-0.284996
8.184677,2.923757,2.815134,-0.281899,-0.314095
8.189679,2.922273,2.813858,-0.306940,-0.333944
8.194681,2.920662,2.811795,-0.332513,-0.364079
8.199683,2.918920,2.810318,-0.359036,-0.385022
8.204685,2.917043,2.807943,-0.386451,-0.417432
8.209687,2.915026,2.806251,-0.414714,-0.439843
8.214689,2.912867,2.803544,-0.443305,-0.473852
8.219691,2.910564,2.801626,-0.472421,-0.496870
8.224693,2.908113,2.798574,-0.501973,-0.532090
8.229695,2.905513,2.796422,-0.532101,-0.555956
8.234697,2.902760,2.793014,-0.562892,-0.592579
8.239699,2.899852,2.790619,-0.594412,-0.617554
8.244701,2.896784,2.786837,-0.626427,-0.655696
8.249703,2.893554,2.784189,-0.658909,-0.681441
8.254705,2.890162,2.780022,-0.691621,-0.720414
8.259707,2.886604,2.777115,-0.724892,-0.746796
8.264709,2.882879,2.772554,-0.758484,-0.786864
8.269711,2.878985,2.769379,-0.792349,-0.813737
8.274714,2.874921,2.764416,-0.826693,-0.854699
8.279716,2.870683,2.760969,-0.861535,-0.882475
8.284718,2.866269,2.755590,-0.896901,-0.924688
8.289720,2.861677,2.751863,-0.932767,-0.953322
8.294722,2.856905,2.746056,-0.968799,-0.996479
8.299724,2.851954,2.742042,-1.004706,-1.025139
8.304726,2.846821,2.735805,-1.040975,-1.068544
8.309728,2.841507,2.731501,-1.077371,-1.097649
8.314730,2.836011,2.724828,-1.113780,-1.141417
8.319732,2.830333,2.720233,-1.150049,-1.170427
8.324734,2.824474,2.713123,-1.186407,-1.214131
8.329736,2.818433,2.708238,-1.222691,-1.243107
8.334738,2.812211,2.700692,-1.259017,-1.286789
8.339740,2.805807,2.695515,-1.295032,-1.315786
8.344742,2.799225,2.687535,-1.330652,-1.358640
8.349744,2.792465,2.682072,-1.366020,-1.386973
8.354746,2.785530,2.673665,-1.401004,-1.429118
8.359748,2.778422,2.667921,-1.435486,-1.456837
8.364750,2.771142,2.659098,-1.469469,-1.497780
8.369752,2.763694,2.653080,-1.503013,-1.524736
8.374754,2.756079,2.643851,-1.536153,-1.564582
8.379756,2.748299,2.637566,-1.569164,-1.591123
8.384758,2.740356,2.627941,-1.601708,-1.630330
8.389760,2.732251,2.621394,-1.633827,-1.656116
8.394762,2.723986,2.611380,-1.665751,-1.694491
8.399764,2.715563,2.604577,-1.697186,-1.719735
8.404766,2.706984,2.594184,-1.727924,-1.756892
8.409768,2.698254,2.587132,-1.757778,-1.780957
8.414770,2.689377,2.576375,-1.787149,-1.816294
8.419772,2.680354,2.569087,-1.816255,-1.839690
8.424774,2.671187,2.557979,-1.844774,-1.874065
8.429776,2.661879,2.550461,-1.872618,-1.896486
8.434778,2.652434,2.539016,-1.899848,-1.929303
8.439780,2.642854,2.531277,-1.926658,-1.950826
8.444782,2.633142,2.519508,-1.952912,-1.982474
8.449784,2.623300,2.511557,-1.978718,-2.003251
8.454786,2.613331,2.499477,-2.004033,-2.033783
8.459788,2.603235,2.491321,-2.028943,-2.053828
8.464790,2.593017,2.478940,-2.053366,-2.083239
8.469792,2.582678,2.470587,-2.077375,-2.102539
8.474794,2.572220,2.457915,-2.101100,-2.131076
8.479796,2.561644,2.449372,-2.124435,-2.149799
8.484798,2.550953,2.436417,-2.147444,-2.177501
8.489800,2.540148,2.427689,-2.169896,-2.195540
8.494802,2.529232,2.414463,-2.192162,-2.222264
8.499804,2.518204,2.405556,-2.214194,-2.239940
8.504807,2.507069,2.392064,-2.235702,-2.265836
8.509809,2.495827,2.382984,-2.256619,-2.282649
8.514811,2.484483,2.369238,-2.277130,-2.307348
8.519813,2.473037,2.359993,-2.297051,-2.323300
8.524815,2.461493,2.346006,-2.316699,-2.346904
8.529817,2.449851,2.336602,-2.336081,-2.362473
8.534819,2.438114,2.322382,-2.354971,-2.385182
8.539821,2.426283,2.312826,-2.373544,-2.400050
8.544823,2.414360,2.298382,-2.391952,-2.422100
8.549825,2.402345,2.288679,-2.410222,-2.436708
8.554827,2.390240,2.274015,-2.428263,-2.458318
